precision,recall,f1-score,support
0.9900257053581049,0.996066467408979,0.9930368997992897,64573.0
0.0,0.0,0.0,67.0
0.7306910569105691,0.5102909865152591,0.6009193480986211,1409.0
0.9846931823343276,0.9846931823343276,0.9846931823343276,0.9846931823343276
0.5735722540895579,0.5021191513080794,0.5313187492993036,66049.0
0.9834891303619419,0.9846931823343276,0.9836646594529893,66049.0
